Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,Units,Currency
Q1 2018,3700.856,2300.579,1400.277,37.84,446.578,12.07,465.619,290.124,7.84,0.064,-236.757,37.17,-273.927,4020.73,20152.797,16132.067,6542.373,2593.666,4503.59,68.395,,millions,USD
H1-2018,7608.126,4703.01,2905.116,38.18,908.791,11.95,947.568,674.473,8.87,0.15,-754.996,64.493,-819.489,4496.6,22663.537,18166.937,8342.067,3906.357,4509.58,149.627,,millions,USD
Q2 2018,3907.27,2402.431,1504.839,38.51,462.213,11.83,481.949,384.349,9.84,0.08499999999999999,-518.239,27.323,-545.562,4496.6,22663.537,18166.937,8342.067,3906.357,4515.52,81.232,,millions,USD
Q3 2018,3999.374,2531.128,1468.2459999999996,36.71,480.668,12.02,501.829,402.835,10.07,0.089,-690.411,39.333,-729.744,5009.653,23366.229,18356.576,8336.586,3067.534,4519.19,82.316,,millions,USD
Q4 2018,4186.841,,,,,,,133.934,3.2,0.03,,,,5238.765,25974.4,20735.635,10360.058,3794.483,,,,millions,USD
FY2018,15794.341,9967.538,5826.803,36.89,1605.226,10.16,1688.383,1211.242,7.67,0.268,-2680.479,173.946,-2854.425,5238.765,25974.4,20735.635,10360.058,3794.483,4512.44,320.657,,millions,USD
Q1 2019,4520.992,2870.614,1650.3780000000002,36.5,459.084,10.15,482.645,344.052,7.61,0.076,-379.799,60.381,-440.18,5703.058,27218.632,21515.574,10305.023,3348.557,4519.22,101.2,,millions,USD
H1-2019,9444.108,5876.271,3567.8370000000004,37.78,1165.503,12.34,1214.56,614.702,6.51,0.136,-923.553,99.965,-1023.518,6105.548,30171.339,24065.791,12594.135,5004.247,4520.63,205.048,,millions,USD
Q2 2019,4923.116,3005.657,1917.4589999999998,38.95,706.419,14.35,731.915,270.65,5.5,0.06,-543.754,39.584,-583.338,6105.548,30171.339,24065.791,12594.135,5004.247,4521.95,103.848,,millions,USD
Q3 2019,5244.905,3097.919,2146.986,40.93,980.239,18.69,1006.943,665.244,12.68,0.147,-501.794,45.333,-547.127,6861.505,30941.711,24080.206,12425.746,4435.018,4515.52,100.262,,millions,USD
Q4 2019,5467.434,,,,,,,586.97,10.74,0.13,,,,7582.157,33975.712,26393.555,14759.26,5018.437,,,,millions,USD
FY2019,20156.447,12440.213,7716.234,38.28,2604.254,12.92,2707.833,1866.916,9.26,0.413,-2887.322,253.035,-3140.357,7582.157,33975.712,26393.555,14759.26,5018.437,4517.65,405.376,,millions,USD
Q1 2020,5767.691,3599.701,2167.99,37.59,958.256,16.61,986.773,709.067,12.29,0.157,259.912,98.015,161.897,8409.294,35059.91,26650.616,14669.501,5151.884,4524.94,97.019,,millions,USD
H1-2020,11915.977,7243.408,4672.569,39.21,2316.184,19.44,2371.362,1429.263,11.99,0.315,1300.988,239.756,1061.232,9334.753,37175.281,27840.528,15794.159,7153.248,4532.2,201.229,,millions,USD
Q2 2020,6148.286,3643.707,2504.579,40.74,1357.928,22.09,1384.589,720.196,11.71,0.159,1041.076,141.741,899.335,9334.753,37175.281,27840.528,15794.159,7153.248,4539.45,104.21,,millions,USD
Q3 2020,6435.637,3867.751,2567.8859999999995,39.9,1314.863,20.43,1343.452,789.976,12.28,0.174,1263.761,109.811,1153.95,10333.323,38622.543,28289.22,16047.133,8392.391,4550.88,106.357,,millions,USD
Q4 2020,6644.442,,,,,,,542.156,8.16,0.119,,,,11065.24,39280.359,28215.119,16308.973,8205.55,,,,millions,USD
FY2020,24996.056,15276.319,9719.737000000001,38.89,4585.289,18.34,4700.999,2761.395,11.05,0.608,2427.077,497.923,1929.154,11065.24,39280.359,28215.119,16308.973,8205.55,4542.08,415.18,,millions,USD
Q1 2021,7163.282,3868.511,3294.771,46.0,1959.856,27.36,1995.597,1706.715,23.83,0.375,777.266,81.001,696.265,12884.08,40123.014,27238.934,15559.34,8403.705,4556.41,107.23,,millions,USD
H1-2021,14505.059,7886.519,6618.539999999999,45.63,3807.486,26.25,3881.661,3059.728,21.09,0.6719999999999999,713.505,191.279,522.226,13863.871,40970.969,27107.098,15626.017,7777.53,4553.85,208.813,,millions,USD
Q2 2021,7341.777,4018.008,3323.7690000000002,45.27,1847.63,25.17,1886.064,1353.013,18.43,0.29700000000000004,-63.761,110.278,-174.039,13863.871,40970.969,27107.098,15626.017,7777.53,4551.29,101.583,,millions,USD
Q3 2021,7483.467,4206.589,3276.8779999999997,43.79,1755.253,23.46,1825.506,1449.071,19.36,0.319,82.379,167.327,-84.948,15314.617,42739.857,27425.24,15493.164,7526.681,4549.25,95.078,,millions,USD
Q4 2021,7709.318,5239.575,2469.743,32.04,631.77,8.19,695.754,607.429,7.88,0.133,-403.274,165.979,-569.253,15849.248,44584.663,28735.415,15392.895,6027.804,,99.329,,millions,USD
FY2021,29697.844,17332.683,12365.161,41.64,6194.509,20.86,6402.921,5116.228,17.23,1.124,392.61,524.585,-131.975,15849.248,44584.663,28735.415,15392.895,6027.804,4553.72,403.22,,millions,USD
Q1 2022,7867.767,4284.705,3583.062,45.54,1971.626,25.06,2046.228,1597.447,20.3,0.353,922.839,121.158,801.681,17544.039,45330.904,27786.865,14534.561,6008.946,4529.84,119.209,,millions,USD
H1-2022,15837.908,8975.46,6862.448,43.33,3549.909,22.41,3708.016,3038.398,19.18,0.673,1025.589,211.176,814.413,19075.974,46350.935,27274.961,14233.303,5819.449,4515.78,269.601,,millions,USD
Q2 2022,7970.141,4690.755,3279.3859999999995,41.15,1578.283,19.8,1661.788,1440.951,18.08,0.32,102.75,90.018,12.732,19075.974,46350.935,27274.961,14233.303,5819.449,4501.69,150.392,,millions,USD
Q3 2022,7925.589,4788.665,3136.924,39.58,1533.018,19.34,1618.206,1398.242,17.64,0.31,556.81,84.96,471.85,20528.141,47562.187,27034.046,13888.117,6113.733,4503.44,152.062,,millions,USD
Q4 2022,7852.053,5404.16,2447.893,31.18,549.904,7.0,643.291,55.284,0.7,0.012,443.858,111.593,332.265,20777.401,48594.768,27817.367,14353.076,5147.176,,153.789,,millions,USD
FY2022,31615.55,19168.285,12447.265,39.37,5632.831,17.82,5969.513,4491.924,14.21,0.9949999999999999,2026.257,407.729,1618.528,20777.401,48594.768,27817.367,14353.076,5147.176,4512.9,575.452,,millions,USD
Q1 2023,8161.503,4803.625,3357.8779999999997,41.14,1714.317,21.0,1804.652,1305.12,15.99,0.288,2178.74,62.019,2116.721,21828.196,49490.345,27662.149,14437.128,6714.594,4524.17,99.099,,millions,USD
H1-2023,16348.804,9477.095,6871.709000000001,42.03,3541.5,21.66,3721.22,2792.73,17.08,0.618,3618.972,162.991,3455.981,22832.215,50817.473,27985.258,14469.538,7662.788,4519.9,177.129,,millions,USD
Q2 2023,8187.301,4673.47,3513.831,42.92,1827.183,22.32,1916.568,1487.61,18.17,0.329,1440.232,100.972,1339.26,22832.215,50817.473,27985.258,14469.538,7662.788,4515.72,78.03,,millions,USD
Q3 2023,8541.668,4930.788,3610.88,42.27,1916.394,22.44,2007.054,1677.422,19.64,0.373,1992.315,103.929,1888.386,22107.627,49501.786,27394.159,14300.368,7353.245,4500.11,79.72,,millions,USD
Q4 2023,8832.825,5307.485,3525.34,39.91,1496.109,16.94,1582.676,937.838,10.62,0.209,1663.014,81.632,1581.382,20588.313,48731.992,28143.679,14543.261,7116.913,,82.519,,millions,USD
FY2023,33723.297,19715.368,14007.929,41.54,6954.003,20.62,7310.95,5407.99,16.04,1.2,7274.301,348.552,6925.749,20588.313,48731.992,28143.679,14543.261,7116.913,4494.966,339.368,,millions,USD
Q1 2024,9370.44,4977.073,4393.367,46.89,2632.534,28.09,2719.768,2332.209,24.89,0.528,2212.522,75.714,2136.808,21365.41,48827.721,27462.311,14015.974,7024.766,4416.54,76.345,,millions,USD
H1-2024,18929.75,10151.216,8778.534,46.37,5235.371,27.66,5403.832,4479.515,23.66,1.016,3503.369,154.001,3349.368,22112.693,49098.895,26986.202,13980.065,6624.939,4406.97,145.111,,millions,USD
Q2 2024,9559.31,5174.143,4385.1669999999995,45.87,2602.837,27.23,2684.064,2147.306,22.46,0.488,1290.847,78.287,1212.56,22112.693,49098.895,26986.202,13980.065,6624.939,4397.39,68.766,,millions,USD
Q3 2024,9824.703,5119.884,4704.8189999999995,47.89,2909.477,29.61,2990.391,2363.509,24.06,0.54,2321.101,126.863,2194.238,22720.736,52281.844,29561.108,15981.328,7457.025,4378.98,65.65,,millions,USD
Q4 2024,10246.513,5767.364,4479.149,43.71,2272.766,22.18,2352.305,1868.607,18.24,0.42,1536.894,158.674,1378.22,24743.567,53630.374,28886.807,15582.804,7804.733,,61.827,,millions,USD
FY2024,39000.966,21038.464,17962.502,46.06,10417.614,26.71,10746.528,8711.631,22.34,1.98,7361.364,439.538,6921.826,24743.567,53630.374,28886.807,15582.804,7804.733,4392.608,272.588,,millions,USD
Q1 2025,10542.801,5263.147,5279.6539999999995,50.08,3346.999,31.75,3427.066,2890.351,27.42,0.66,2789.199,128.277,2660.922,24028.073,52087.644,28059.571,15016.918,7199.848,4369.623,71.977,,millions,USD
H1-2025,21621.967,10588.458,11033.509,51.03,7121.693,32.94,7281.773,6015.764,27.82,1.38,5212.457,284.166,4928.291,24951.899,53099.664,28147.765,14453.206,8177.405,4359.167,152.839,,millions,USD
Q2 2025,11079.166,5325.311,5753.855,51.93,3774.694,34.07,3854.707,3125.413,28.21,0.72,2423.258,155.889,2267.369,24951.899,53099.664,28147.765,14453.206,8177.405,4348.825,80.862,,millions,USD
Q3 2025,11510.307,6164.25,5346.057000000001,46.45,3248.247,28.22,3335.573,2546.916,22.13,0.587,2825.174,164.719,2660.455,25954.035,54934.835,28980.8,14463.02,9287.287,4340.39,80.986,,millions,USD
Q4 2025,12050.762,6522.621,5528.141,45.87,2956.663,24.54,3042.646,2418.521,20.07,0.563,2111.642,239.335,1872.307,26615.488,55596.993,28981.505,14462.836,9033.681,,134.624,,millions,USD
FY2025,45183.036,23275.329,21907.707,48.49,13326.603,29.49,13659.992,10981.201,24.3,2.53,10149.273,688.22,9461.053,26615.488,55596.993,28981.505,14462.836,9033.681,4343.863,368.449,,millions,USD
Q1 2026,12249.757,5888.238,6361.518999999999,51.93,3956.997,32.3,4055.572,5282.791,43.13,1.23,5290.205,196.13,5094.075,31126.399,61015.914,29889.515,14360.516,12259.772,4298.437,140.405,,millions,USD
H1-2026,24809.695,11925.203,12884.492,51.93,8149.607,32.85,8348.712,8684.205,35.0,2.03,7034.017,414.774,6619.243,30152.052,58450.441,28298.389,14309.306,9099.232,4279.776,271.717,,millions,USD
Q2 2026,12559.938,6036.965,6522.973,51.93,4192.61,33.38,4293.14,3401.414,27.08,0.8,1743.812,218.644,1525.168,30152.052,58450.441,28298.389,14309.306,9099.232,4261.3,131.312,,millions,USD
